artist,song,source_lyrics,tag,true_end_lyrics,generated_lyrics,generated_end_lyrics,bleu_score,perplexity
Ariana Grande,​God is a woman,"Yeah, yeah (God is a woman) Yeah, yeah (God is a woman, yeah) My one (One) When all is said and done You'll believe God is a woman You'll believe God (God is a",[Outro],"woman) Oh, yeah (God is a woman, yeah) (One) It lingers when we're done You'll believe God is a woman","Yeah, yeah (God is a woman) Yeah, yeah (God is a woman, yeah) My one (One) When all is said and done You'll believe God is a woman You'll believe God (God is a woman, yeah) The ones that make it past the music that God would not show
But yeah, yeah (God is a woman) My one"," woman, yeah) The ones that make it past the music that God would not show
But yeah, yeah (God is a woman) My one",9.397475657746044e-232,83.81494140625
Ava Max,So Am I,"Do you ever feel like a misfit? Everything inside you is dark and twisted Oh,",[Chorus],"but it's okay to be different 'Cause, baby, so am I (So am I, so am I, so am I-I-I-I-I)","Do you ever feel like a misfit? Everything inside you is dark and twisted Oh, you think it's alright?
It's okay, the world is so pretty
Oh, you think it's alright
It's okay, the"," you think it's alright?
It's okay, the world is so pretty
Oh, you think it's alright
It's okay, the",9.689041594391036e-232,8.925760269165039
Ava Max,So Am I,Can you hear the whispers all across the room? You feel their,[Verse],"eyes all over you like cheap perfume You're beautiful, but misunderstood So why you tryna be just like the neighborhood?","Can you hear the whispers all across the room? You feel their anger, they're hiding in the dark.
'I know we're older, you know'
I'm probably right, I know we're"," anger, they're hiding in the dark.
'I know we're older, you know'
I'm probably right, I know we're",9.713416734391049e-232,20.406206130981445
Ava Max,So Am I,"I can see ya, I know",[Pre-Chorus],what you're feelin' So let me tell you 'bout my little secret I'm a little crazy underneath this Underneath this,"I can see ya, I know it's all that is good."""," it's all that is good.""",1.1640469867513693e-231,85.55823516845703
Ava Max,So Am I,"Do you ever feel like a misfit? Everything inside you is dark and twisted Oh, but it's okay to be different 'Cause, baby, so am I (So am I, so am I, so am I) Do you ever feel like an outcast? You don't have to fit into the format Oh, but it's okay to",[Chorus],"be different 'Cause, baby, so am I (So am I, so am I, so am I-I-I-I-I) You might also like","Do you ever feel like a misfit? Everything inside you is dark and twisted Oh, but it's okay to be different 'Cause, baby, so am I (So am I, so am I, so am I) Do you ever feel like an outcast? You don't have to fit into the format Oh, but it's okay to be different (So am I, so am I, so am I) Do you ever feel like an outcast? You don't have to fit"," be different (So am I, so am I, so am I) Do you ever feel like an outcast? You don't have to fit",1.0572155961960705e-231,21.691314697265625
Ava Max,So Am I,"Oh, so dress up fancy like Sid and Nancy (Yeah) Walkin' Killer Queen, gotta keep 'em guessin' So, baby,",[Verse],come pass me a lighter We're gonna leave 'em on fire (Ah) We're the sinners and the blessings (Oh yeah),"Oh, so dress up fancy like Sid and Nancy (Yeah) Walkin' Killer Queen, gotta keep 'em guessin' So, baby, all around 'bout that new 'bout all around? So, stay at your place, stay goin' bawling. Whoa"," all around 'bout that new 'bout all around? So, stay at your place, stay goin' bawling. Whoa",9.181748633447778e-232,49.89643478393555
Ava Max,So Am I,"I can see ya, I know what",[Pre-Chorus],"you're feelin' So let me tell you 'bout my little secret I'm a little crazy underneath this Underneath this, oh","I can see ya, I know what ya're feeling. But we've been through so much together, we just want to make it real again.
Well, there's one more thing"," ya're feeling. But we've been through so much together, we just want to make it real again.
Well, there's one more thing",8.934834057806149e-232,23.50341033935547
Ava Max,So Am I,"Do you ever feel like a misfit? Everything inside you is dark and twisted Oh, but it's okay to be different 'Cause, baby, so am I (So am I, so am I, so am I) Do you ever feel like an outcast? You don't have to fit into the format Oh,",[Chorus],"but it's okay to be different 'Cause, baby, so am I (So am I, so am I, so am I-I-I-I-I)","Do you ever feel like a misfit? Everything inside you is dark and twisted Oh, but it's okay to be different 'Cause, baby, so am I (So am I, so am I, so am I) Do you ever feel like an outcast? You don't have to fit into the format Oh, but you don't have to fit into the format Oh, but you don't have to fit into the format (Oh, oh, oh, oh"," but you don't have to fit into the format Oh, but you don't have to fit into the format (Oh, oh, oh, oh",8.530853616266939e-232,10.895963668823242
Ava Max,So Am I,"(Ah-ah-ah) You're king and you're queen You're strong, then you're weak",[Bridge],"You're bound, but so free (Ah-ah-ah) So come and join me And call me Harley And we'll make 'em scream","(Ah-ah-ah) You're king and you're queen You're strong, then you're weak We can't defeat you!
Let the stars shine
Tell me, who is this guy
Do you see me?
Tell me, who"," We can't defeat you!
Let the stars shine
Tell me, who is this guy
Do you see me?
Tell me, who",9.517017549617917e-232,15.198053359985352
Ava Max,So Am I,"Do you ever feel like a misfit? Everything inside you is dark and twisted Oh, but it's okay to be different 'Cause, baby, so am I (So am I, so am I, so am I) Do you ever feel like an outcast? You don't have to fit into the format Oh,",[Chorus],"but it's okay to be different 'Cause, baby, so am I (So am I, so am I, so am I-I-I-I-I)","Do you ever feel like a misfit? Everything inside you is dark and twisted Oh, but it's okay to be different 'Cause, baby, so am I (So am I, so am I, so am I) Do you ever feel like an outcast? You don't have to fit into the format Oh, baby, so am I (So am I, so am I) Do you ever feel like a lost cause? You don't have to make up"," baby, so am I (So am I, so am I) Do you ever feel like a lost cause? You don't have to make up",1.0627364919692423e-231,19.204023361206055
Backstreet Boys,Show Me the Meaning of Being Lonely,So many words for the broken heart It is hard to see in a crimson love So hard to breathe Walk with me and maybe Nights of light,[Verse],"so soon become Wild and free, I could feel the sun Your every wish will be done They tell me","So many words for the broken heart It is hard to see in a crimson love So hard to breathe Walk with me and maybe Nights of light help, nights in the fall is night and night is light we fall so hard we must fight, there is no hope no good will ever come,"," help, nights in the fall is night and night is light we fall so hard we must fight, there is no hope no good will ever come,",8.527439225503186e-232,69.2582015991211
Backstreet Boys,Show Me the Meaning of Being Lonely,Show me the meaning of being lonely Is this the feeling I,[Chorus],need to walk with? Tell me why I can't be there where you are There's somethin' missin' in my heart,Show me the meaning of being lonely Is this the feeling I get? Is this the same way you think I feel? Is this what I feel? What's this I get? Is this what I feel?, get? Is this the same way you think I feel? Is this what I feel? What's this I get? Is this what I feel?,1.0592691162555667e-231,17.47859764099121
Backstreet Boys,Show Me the Meaning of Being Lonely,"Life goes on as it never ends Eyes of stone observe the trends They never say forever gaze, if only Guilty roads to an endless love (endless love) There's",[Verse],"no control, are you with me now? Your every wish will be done They tell me You might also like","Life goes on as it never ends Eyes of stone observe the trends They never say forever gaze, if only Guilty roads to an endless love (endless love) There's also a moment of pain that lasts Years before you even knew you were close
Some years you might forget you loved and remember It'll be all you"," also a moment of pain that lasts Years before you even knew you were close
Some years you might forget you loved and remember It'll be all you",8.860267032538113e-232,92.4653091430664
Backstreet Boys,Show Me the Meaning of Being Lonely,Show me the meaning of being lonely Is this the feeling I need to walk with?,[Chorus],(tell me why) Tell me why I can't be there where you are There's somethin' missin' in my heart (heart!),Show me the meaning of being lonely Is this the feeling I need to walk with? Is this the music I want to listen to? Is this the dance I am in? Is this the way I look at myself in the mirror?, Is this the music I want to listen to? Is this the dance I am in? Is this the way I look at myself in the mirror?,1.0377133938315695e-231,7.183925628662109
Backstreet Boys,Show Me the Meaning of Being Lonely,There's nowhere to run I have no place to go Surrender my,[Bridge],"heart, body, and soul How can it be you're askin' me To feel the things you never show? (Show-oh-oh-oh-oh, oh!)","There's nowhere to run I have no place to go Surrender my life to, and my heart will always be in the same place (And then we run) And I will never stop fighting (And then I run"," life to, and my heart will always be in the same place (And then we run) And I will never stop fighting (And then I run",9.533966891110756e-232,27.47997283935547
Backstreet Boys,Show Me the Meaning of Being Lonely,Show me the meaning of being lonely (being lonely) Is this the feeling I need to walk with? (tell me why) Tell me why I can't be there where you are (where you are) There's somethin' missin' in my heart (You are missin' from my heart) Show me the meaning of being lonely (being lonely) Is this the feeling I need to walk,[Chorus],with? Tell me why I can't be there where you are (where you are) There's somethin' missin' in my heart,Show me the meaning of being lonely (being lonely) Is this the feeling I need to walk with? (tell me why) Tell me why I can't be there where you are (where you are) There's somethin' missin' in my heart (You are missin' from my heart) Show me the meaning of being lonely (being lonely) Is this the feeling I need to walk with? (tell me why) Tell me why I can't be there where you are (where you are) There's somethin' missin, with? (tell me why) Tell me why I can't be there where you are (where you are) There's somethin' missin,9.279498346976181e-232,28.362625122070312
Bastille,Send Them Off!,It was a,[Spoken Intro],"slight on my honor, so he deserved it But we're talking about the most brilliant mind this world's ever seen","It was a wise choice to stop at this point, as it was the perfect antidote to the devilish drugs that are wrecking our business culture.

But"," wise choice to stop at this point, as it was the perfect antidote to the devilish drugs that are wrecking our business culture.

But",8.726094729337945e-232,43.2551383972168
